contract_id,member_id,insurance_id,last_payment_date,start_date,end_date,contract_days,total_premium,status,contractor,is_reviewed
17510-0013,96956ae5-1be1-4,INS010104,2024-09-25 00:00:00,2024-09-24 00:00:00,2024-10-01 00:00:00,7,70000,만기,최지후,0
17510-0014,c66e21a2-d77b-4,INS010101,2024-07-20 00:00:00,2024-07-19 00:00:00,2024-07-26 00:00:00,7,70000,만기,백시우,1
17510-0015,2f00f6e9-d57b-4,INS010101,2023-11-01 00:00:00,2023-10-29 00:00:00,2023-11-04 00:00:00,6,60000,만기,김정남,1
17510-0016,6e8c7349-e672-4,INS010103,2023-11-25 00:00:00,2023-11-20 00:00:00,2023-11-25 00:00:00,5,50000,만기,박정수,0
17510-0017,0f68d3ea-5285-4,INS010104,2023-12-26 00:00:00,2023-12-24 00:00:00,2023-12-29 00:00:00,5,50000,만기,백명자,0
17510-0018,00c96ba5-5a14-4,INS010101,2024-03-04 00:00:00,2024-03-04 00:00:00,2024-03-07 00:00:00,3,30000,만기,김준혁,0
17510-0019,676fcd90-ecdf-4,INS010102,2024-10-01 00:00:00,2024-09-29 00:00:00,2024-10-01 00:00:00,2,20000,만기,우수빈,0
17510-0020,6b780716-6116-4,INS010101,2024-02-01 00:00:00,2024-01-31 00:00:00,2024-02-06 00:00:00,6,60000,만기,전지영,1
17510-0021,f66cb450-db77-4,INS010104,2023-10-10 00:00:00,2023-10-09 00:00:00,2023-10-16 00:00:00,7,70000,만기,송지아,1
17510-0022,d8473acd-081b-4,INS010102,2023-11-01 00:00:00,2023-11-01 00:00:00,2023-11-03 00:00:00,2,20000,만기,김지우,1
17510-0023,392440ed-4f33-4,INS010102,2024-01-22 00:00:00,2024-01-19 00:00:00,2024-01-23 00:00:00,4,40000,만기,이진호,1
17510-0024,93d092c9-961a-4,INS010101,2024-09-06 00:00:00,2024-09-05 00:00:00,2024-09-08 00:00:00,3,30000,만기,김성민,1
17510-0025,dde0559b-d8a5-4,INS010103,2024-03-06 00:00:00,2024-03-02 00:00:00,2024-03-09 00:00:00,7,70000,만기,강성호,0
17510-0026,f4020eee-6025-4,INS010104,2024-09-30 00:00:00,2024-09-28 00:00:00,2024-10-02 00:00:00,4,40000,만기,김영호,0
17510-0027,9e38281c-4a8c-4,INS010101,2024-05-20 00:00:00,2024-05-16 00:00:00,2024-05-22 00:00:00,6,60000,만기,이민서,1
17510-0028,bfab84ca-5eb6-4,INS010101,2024-04-29 00:00:00,2024-04-28 00:00:00,2024-04-30 00:00:00,2,20000,만기,박도현,0
17510-0029,aed0269d-204e-4,INS010104,2024-02-03 00:00:00,2024-02-01 00:00:00,2024-02-07 00:00:00,6,60000,만기,이예지,0
17510-0030,66dcc40d-e689-4,INS010103,2023-11-17 00:00:00,2023-11-15 00:00:00,2023-11-20 00:00:00,5,50000,만기,김지훈,1
17510-0031,4e779ec3-794e-4,INS010103,2024-07-25 00:00:00,2024-07-24 00:00:00,2024-07-29 00:00:00,5,50000,만기,이정훈,0
17510-0032,2f00f6e9-d57b-4,INS010104,2024-06-17 00:00:00,2024-06-12 00:00:00,2024-06-18 00:00:00,6,60000,만기,김정남,1
17510-0033,caa5f1ed-55bc-4,INS010103,2023-12-31 00:00:00,2023-12-29 00:00:00,2024-01-03 00:00:00,5,50000,만기,신영길,1
17510-0034,5149f0aa-2206-4,INS010104,2024-01-26 00:00:00,2024-01-25 00:00:00,2024-01-31 00:00:00,6,60000,만기,문민재,0
17510-0035,02335e00-c052-4,INS010103,2023-11-30 00:00:00,2023-11-30 00:00:00,2023-12-01 00:00:00,1,10000,만기,박숙자,1
17510-0036,8653a162-8b59-4,INS010103,2024-08-22 00:00:00,2024-08-22 00:00:00,2024-08-25 00:00:00,3,30000,만기,최현준,1
17510-0037,5eb00471-47b4-4,INS010103,2024-06-10 00:00:00,2024-06-08 00:00:00,2024-06-14 00:00:00,6,60000,만기,김서연,0
17510-0038,20d512fb-c79a-4,INS010103,2024-07-27 00:00:00,2024-07-27 00:00:00,2024-08-02 00:00:00,6,60000,만기,박승민,0
17510-0039,b07e2f8d-c985-4,INS010103,2024-08-05 00:00:00,2024-08-04 00:00:00,2024-08-06 00:00:00,2,20000,만기,조하윤,1
17510-0040,75dce374-c7ee-4,INS010104,2024-03-16 00:00:00,2024-03-14 00:00:00,2024-03-16 00:00:00,2,20000,만기,윤서윤,0
17510-0041,5ca32a04-6d68-4,INS010104,2024-04-08 00:00:00,2024-04-06 00:00:00,2024-04-11 00:00:00,5,50000,만기,우정숙,0
17510-0042,adf567e4-c8d9-4,INS010104,2024-01-07 00:00:00,2024-01-07 00:00:00,2024-01-10 00:00:00,3,30000,만기,김지영,0
17510-0043,a1c62d54-4c67-4,INS010102,2024-09-24 00:00:00,2024-09-22 00:00:00,2024-09-27 00:00:00,5,50000,만기,장정숙,0
17510-0044,ca240244-3a88-4,INS010101,2023-12-05 00:00:00,2023-12-05 00:00:00,2023-12-07 00:00:00,2,20000,만기,이광수,0
17510-0045,9636e85b-8788-4,INS010104,2024-09-18 00:00:00,2024-09-16 00:00:00,2024-09-22 00:00:00,6,60000,만기,조지은,0
17510-0046,d3531815-2bf0-4,INS010104,2023-10-03 00:00:00,2023-10-03 00:00:00,2023-10-04 00:00:00,1,10000,만기,곽현정,1
17510-0047,70db2023-42eb-4,INS010103,2024-08-08 00:00:00,2024-08-04 00:00:00,2024-08-08 00:00:00,4,40000,만기,류현준,1
17510-0048,367de9aa-6f53-4,INS010102,2024-03-26 00:00:00,2024-03-21 00:00:00,2024-03-26 00:00:00,5,50000,만기,배광수,1
17510-0049,c8f78567-dc7c-4,INS010101,2023-12-22 00:00:00,2023-12-20 00:00:00,2023-12-26 00:00:00,6,60000,만기,김정자,1
17510-0050,45bf83d3-eb5d-4,INS010103,2024-05-22 00:00:00,2024-05-16 00:00:00,2024-05-22 00:00:00,6,60000,만기,김정훈,0
17510-0051,20d512fb-c79a-4,INS010102,2023-11-25 00:00:00,2023-11-22 00:00:00,2023-11-25 00:00:00,3,30000,만기,박승민,1
17510-0052,97018410-dc1f-4,INS010104,2024-08-24 00:00:00,2024-08-22 00:00:00,2024-08-25 00:00:00,3,30000,만기,김정자,0
17510-0053,d68ff953-40ba-4,INS010102,2024-03-02 00:00:00,2024-03-01 00:00:00,2024-03-05 00:00:00,4,40000,만기,배영미,1
17510-0054,37aba2d1-a37a-4,INS010104,2024-07-14 00:00:00,2024-07-13 00:00:00,2024-07-19 00:00:00,6,60000,만기,이정훈,1
17510-0055,82cb6f03-28cd-4,INS010103,2024-06-15 00:00:00,2024-06-15 00:00:00,2024-06-22 00:00:00,7,70000,만기,문미정,0
17510-0056,49b68b9a-b58f-4,INS010102,2024-05-05 00:00:00,2024-05-04 00:00:00,2024-05-05 00:00:00,1,10000,만기,김지훈,0
17510-0057,1a979da6-9049-4,INS010103,2024-09-10 00:00:00,2024-09-10 00:00:00,2024-09-11 00:00:00,1,10000,만기,한서윤,0
17510-0058,fdff210e-4d21-4,INS010101,2024-02-07 00:00:00,2024-02-04 00:00:00,2024-02-08 00:00:00,4,40000,만기,박채원,0
17510-0059,21707bae-c87d-4,INS010103,2024-06-25 00:00:00,2024-06-25 00:00:00,2024-06-28 00:00:00,3,30000,만기,지우진,1
17510-0060,fbc1569a-1dd4-4,INS010102,2023-12-31 00:00:00,2023-12-26 00:00:00,2024-01-01 00:00:00,6,60000,만기,강진우,1
17510-0061,37aba2d1-a37a-4,INS010104,2024-09-06 00:00:00,2024-09-06 00:00:00,2024-09-12 00:00:00,6,60000,만기,이정훈,1
17510-0062,3ed1db35-cba5-4,INS010101,2024-09-28 00:00:00,2024-09-26 00:00:00,2024-09-28 00:00:00,2,20000,만기,박지후,0
17510-0063,7efbb166-34cd-4,INS010104,2023-10-21 00:00:00,2023-10-20 00:00:00,2023-10-27 00:00:00,7,70000,만기,이현주,0
17510-0064,e6b271c9-9f48-4,INS010104,2023-10-05 00:00:00,2023-10-04 00:00:00,2023-10-06 00:00:00,2,20000,만기,이동현,0
17510-0065,67065905-8c8d-4,INS010101,2023-12-16 00:00:00,2023-12-09 00:00:00,2023-12-16 00:00:00,7,70000,만기,박영철,1
17510-0066,fbc1569a-1dd4-4,INS010104,2024-08-20 00:00:00,2024-08-19 00:00:00,2024-08-26 00:00:00,7,70000,만기,강진우,1
17510-0067,1ed77c34-ee51-4,INS010101,2024-01-13 00:00:00,2024-01-13 00:00:00,2024-01-14 00:00:00,1,10000,만기,고춘자,0
17510-0068,7a470c50-ebd0-4,INS010101,2023-10-21 00:00:00,2023-10-21 00:00:00,2023-10-22 00:00:00,1,10000,만기,권예지,0
17510-0069,a74c759b-9b84-4,INS010103,2024-03-05 00:00:00,2024-03-04 00:00:00,2024-03-05 00:00:00,1,10000,만기,지영순,0
17510-0070,f9f3a9bc-3e03-4,INS010101,2023-11-17 00:00:00,2023-11-17 00:00:00,2023-11-18 00:00:00,1,10000,만기,노지현,1
17510-0071,5022d4c0-4324-4,INS010104,2024-09-02 00:00:00,2024-09-01 00:00:00,2024-09-02 00:00:00,1,10000,만기,류성훈,0
17510-0072,b50e3f7b-c49b-4,INS010102,2024-05-07 00:00:00,2024-05-02 00:00:00,2024-05-07 00:00:00,5,50000,만기,곽정식,1
17510-0073,025a1da7-976f-4,INS010104,2023-11-15 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00,1,10000,만기,김성민,1
17510-0074,424b0cec-d431-4,INS010101,2024-07-31 00:00:00,2024-07-31 00:00:00,2024-08-01 00:00:00,1,10000,만기,전경숙,1
17510-0075,4e06f38a-d566-4,INS010102,2023-11-12 00:00:00,2023-11-12 00:00:00,2023-11-15 00:00:00,3,30000,만기,박우진,0
17510-0076,fe9556dd-f96e-4,INS010103,2024-04-14 00:00:00,2024-04-12 00:00:00,2024-04-14 00:00:00,2,20000,만기,이지민,1
17510-0077,01244e5d-c602-4,INS010104,2024-04-03 00:00:00,2024-04-03 00:00:00,2024-04-04 00:00:00,1,10000,만기,배성수,0
17510-0078,025a1da7-976f-4,INS010102,2024-08-31 00:00:00,2024-08-30 00:00:00,2024-09-04 00:00:00,5,50000,만기,김성민,0
17510-0079,ef588ae8-faa9-4,INS010102,2023-12-03 00:00:00,2023-12-03 00:00:00,2023-12-04 00:00:00,1,10000,만기,이현주,0
17510-0080,f9286d14-8204-4,INS010103,2024-01-03 00:00:00,2024-01-02 00:00:00,2024-01-04 00:00:00,2,20000,만기,김현숙,0
17510-0081,69b28768-1c4c-4,INS010103,2024-01-12 00:00:00,2024-01-12 00:00:00,2024-01-17 00:00:00,5,50000,만기,조건우,0
17510-0082,88c07e70-9099-4,INS010102,2024-08-09 00:00:00,2024-08-07 00:00:00,2024-08-13 00:00:00,6,60000,만기,윤선영,1
17510-0083,70db2023-42eb-4,INS010104,2024-04-23 00:00:00,2024-04-19 00:00:00,2024-04-26 00:00:00,7,70000,만기,류현준,0
17510-0084,6e1f3bea-3589-4,INS010101,2024-08-05 00:00:00,2024-08-04 00:00:00,2024-08-07 00:00:00,3,30000,만기,이유진,1
17510-0085,3cafbeed-d817-4,INS010102,2024-02-06 00:00:00,2024-01-31 00:00:00,2024-02-06 00:00:00,6,60000,만기,이은주,0
17510-0086,7be23004-0983-4,INS010102,2024-08-12 00:00:00,2024-08-08 00:00:00,2024-08-15 00:00:00,7,70000,만기,유영일,1
17510-0087,676fcd90-ecdf-4,INS010102,2024-03-18 00:00:00,2024-03-17 00:00:00,2024-03-22 00:00:00,5,50000,만기,우수빈,0
17510-0088,03f377fc-974c-4,INS010104,2024-08-28 00:00:00,2024-08-27 00:00:00,2024-08-31 00:00:00,4,40000,만기,홍현지,1
17510-0089,d8c84476-1b49-4,INS010104,2024-09-04 00:00:00,2024-09-02 00:00:00,2024-09-05 00:00:00,3,30000,만기,류도윤,0
17510-0090,e8b45971-3c0b-4,INS010104,2023-12-02 00:00:00,2023-11-29 00:00:00,2023-12-02 00:00:00,3,30000,만기,이지영,0
17510-0091,74edd4ea-fbce-4,INS010102,2023-12-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00,1,10000,만기,백예준,0
17510-0092,c0802f16-46fc-4,INS010101,2024-10-01 00:00:00,2024-09-29 00:00:00,2024-10-02 00:00:00,3,30000,만기,장서영,0
17510-0093,1a6af860-a44b-4,INS010101,2023-12-17 00:00:00,2023-12-13 00:00:00,2023-12-18 00:00:00,5,50000,만기,권중수,1
17510-0094,336817f1-e1f1-4,INS010101,2023-12-17 00:00:00,2023-12-16 00:00:00,2023-12-20 00:00:00,4,40000,만기,이민석,1
17510-0095,88928132-5b2d-4,INS010102,2024-02-06 00:00:00,2024-02-06 00:00:00,2024-02-09 00:00:00,3,30000,만기,한성호,0
17510-0096,cc13c0fe-190c-4,INS010103,2024-03-10 00:00:00,2024-03-10 00:00:00,2024-03-11 00:00:00,1,10000,만기,김민지,1
17510-0097,e311bea5-2c5a-4,INS010101,2024-05-08 00:00:00,2024-05-07 00:00:00,2024-05-08 00:00:00,1,10000,만기,김상훈,1
17510-0098,176c1265-5a80-4,INS010102,2024-03-16 00:00:00,2024-03-15 00:00:00,2024-03-17 00:00:00,2,20000,만기,장중수,1
17510-0099,840288a9-58fd-4,INS010102,2023-11-23 00:00:00,2023-11-23 00:00:00,2023-11-27 00:00:00,4,40000,만기,박미숙,1
17510-0100,4c80d966-22b5-4,INS010102,2023-10-27 00:00:00,2023-10-22 00:00:00,2023-10-29 00:00:00,7,70000,만기,김서연,0
17510-0101,881ebb8f-814f-4,INS010103,2024-03-07 00:00:00,2024-02-29 00:00:00,2024-03-07 00:00:00,7,70000,만기,허성민,1
17510-0102,da90fa29-1f36-4,INS010101,2024-02-10 00:00:00,2024-02-07 00:00:00,2024-02-14 00:00:00,7,70000,만기,정은주,0
17510-0103,18d0368d-16f9-4,INS010101,2024-06-20 00:00:00,2024-06-20 00:00:00,2024-06-23 00:00:00,3,30000,만기,최현숙,0
17510-0104,772400fb-161a-4,INS010104,2024-07-30 00:00:00,2024-07-29 00:00:00,2024-08-04 00:00:00,6,60000,만기,김정웅,0
17510-0105,e90e571a-c3c4-4,INS010101,2024-05-10 00:00:00,2024-05-04 00:00:00,2024-05-11 00:00:00,7,70000,만기,김민석,1
17510-0106,6aa6a739-eca9-4,INS010103,2024-09-11 00:00:00,2024-09-09 00:00:00,2024-09-12 00:00:00,3,30000,만기,우하윤,1
17510-0107,424929e4-c119-4,INS010101,2023-12-31 00:00:00,2023-12-29 00:00:00,2023-12-31 00:00:00,2,20000,만기,안서영,1
17510-0108,88c07e70-9099-4,INS010101,2024-06-15 00:00:00,2024-06-15 00:00:00,2024-06-17 00:00:00,2,20000,만기,윤선영,0
17510-0109,6923c5ef-b419-4,INS010104,2024-03-02 00:00:00,2024-02-26 00:00:00,2024-03-04 00:00:00,7,70000,만기,주은경,1
17510-0110,4dbcef9d-e686-4,INS010101,2023-11-01 00:00:00,2023-10-29 00:00:00,2023-11-04 00:00:00,6,60000,만기,이정식,0
17510-0111,39ca32b0-7079-4,INS010101,2023-12-20 00:00:00,2023-12-19 00:00:00,2023-12-26 00:00:00,7,70000,만기,김순자,1
17510-0112,26130465-76e7-4,INS010104,2023-11-29 00:00:00,2023-11-25 00:00:00,2023-12-02 00:00:00,7,70000,만기,이지훈,1
17510-0113,17a79f23-903b-4,INS010103,2024-04-04 00:00:00,2024-04-04 00:00:00,2024-04-06 00:00:00,2,20000,만기,송영식,1
17510-0114,d1ce6656-bc8b-4,INS010101,2024-09-30 00:00:00,2024-09-29 00:00:00,2024-10-02 00:00:00,3,30000,만기,지명숙,1
17510-0115,4cbbbc89-ed2d-4,INS010102,2024-04-17 00:00:00,2024-04-15 00:00:00,2024-04-17 00:00:00,2,20000,만기,김주원,1
17510-0116,1b425126-5429-4,INS010102,2024-02-27 00:00:00,2024-02-27 00:00:00,2024-02-29 00:00:00,2,20000,만기,박현우,0
17510-0117,6b780716-6116-4,INS010101,2024-04-20 00:00:00,2024-04-19 00:00:00,2024-04-20 00:00:00,1,10000,만기,전지영,1
17510-0118,fa167c3c-cd00-4,INS010103,2024-07-12 00:00:00,2024-07-10 00:00:00,2024-07-13 00:00:00,3,30000,만기,김현숙,1
17510-0119,62129952-3d33-4,INS010103,2024-03-21 00:00:00,2024-03-15 00:00:00,2024-03-21 00:00:00,6,60000,만기,이도현,1
17510-0120,6f34efaa-4318-4,INS010101,2024-06-27 00:00:00,2024-06-24 00:00:00,2024-07-01 00:00:00,7,70000,만기,김영진,0
17510-0121,5c18ae69-f374-4,INS010101,2024-08-06 00:00:00,2024-08-06 00:00:00,2024-08-11 00:00:00,5,50000,만기,류지원,0
17510-0122,caa5f1ed-55bc-4,INS010104,2024-03-19 00:00:00,2024-03-18 00:00:00,2024-03-19 00:00:00,1,10000,만기,신영길,0
17510-0123,74edd4ea-fbce-4,INS010103,2023-10-15 00:00:00,2023-10-12 00:00:00,2023-10-19 00:00:00,7,70000,만기,백예준,0
17510-0124,0c712dbd-3989-4,INS010101,2023-10-24 00:00:00,2023-10-24 00:00:00,2023-10-25 00:00:00,1,10000,만기,박민재,1
17510-0125,b445aa94-a4c2-4,INS010103,2023-11-07 00:00:00,2023-11-04 00:00:00,2023-11-09 00:00:00,5,50000,만기,김정식,1
17510-0126,82cb6f03-28cd-4,INS010104,2024-09-01 00:00:00,2024-09-01 00:00:00,2024-09-05 00:00:00,4,40000,만기,문미정,0
17510-0127,c3971cd2-ce40-4,INS010104,2023-11-03 00:00:00,2023-11-02 00:00:00,2023-11-03 00:00:00,1,10000,만기,김정수,0
17510-0128,e8b45971-3c0b-4,INS010101,2024-06-15 00:00:00,2024-06-13 00:00:00,2024-06-15 00:00:00,2,20000,만기,이지영,0
17510-0129,025a1da7-976f-4,INS010104,2024-08-03 00:00:00,2024-07-31 00:00:00,2024-08-07 00:00:00,7,70000,만기,김성민,1
17510-0130,b5dbb36a-2f1e-4,INS010102,2024-02-05 00:00:00,2024-02-04 00:00:00,2024-02-09 00:00:00,5,50000,만기,김영순,1
17510-0131,6a779340-59a9-4,INS010104,2024-03-25 00:00:00,2024-03-24 00:00:00,2024-03-27 00:00:00,3,30000,만기,김유진,0
17510-0132,ac61f67c-5db8-4,INS010104,2024-03-12 00:00:00,2024-03-08 00:00:00,2024-03-13 00:00:00,5,50000,만기,이성현,1
17510-0133,9636e85b-8788-4,INS010102,2024-03-30 00:00:00,2024-03-29 00:00:00,2024-03-30 00:00:00,1,10000,만기,조지은,1
17510-0134,c0954abc-4616-4,INS010104,2024-09-03 00:00:00,2024-09-02 00:00:00,2024-09-04 00:00:00,2,20000,만기,노정식,1
17510-0135,e195a0cd-d3b4-4,INS010104,2024-03-29 00:00:00,2024-03-28 00:00:00,2024-04-03 00:00:00,6,60000,만기,김재호,1
17510-0136,ef632457-0e68-4,INS010102,2024-09-08 00:00:00,2024-09-05 00:00:00,2024-09-11 00:00:00,6,60000,만기,김은서,1
17510-0137,c808d492-a0bb-4,INS010104,2024-01-26 00:00:00,2024-01-23 00:00:00,2024-01-30 00:00:00,7,70000,만기,김민지,0
17510-0138,59afa7f5-63da-4,INS010104,2024-01-24 00:00:00,2024-01-23 00:00:00,2024-01-30 00:00:00,7,70000,만기,이정숙,1
17510-0139,2ef0ba8d-60c1-4,INS010102,2023-11-16 00:00:00,2023-11-15 00:00:00,2023-11-22 00:00:00,7,70000,만기,김지원,1
17510-0140,33667ace-9b2a-4,INS010104,2024-07-17 00:00:00,2024-07-16 00:00:00,2024-07-18 00:00:00,2,20000,만기,이현지,1
17510-0141,b9424c6f-ac57-4,INS010101,2024-02-13 00:00:00,2024-02-11 00:00:00,2024-02-17 00:00:00,6,60000,만기,윤혜진,1
17510-0142,a06d4c1c-08b1-4,INS010102,2024-02-19 00:00:00,2024-02-15 00:00:00,2024-02-21 00:00:00,6,60000,만기,김성훈,1
17510-0143,95a0a435-6763-4,INS010103,2023-11-09 00:00:00,2023-11-03 00:00:00,2023-11-10 00:00:00,7,70000,만기,문정웅,0
17510-0144,e0a48a2d-d05c-4,INS010103,2023-10-02 00:00:00,2023-10-02 00:00:00,2023-10-03 00:00:00,1,10000,만기,장상철,0
17510-0145,d78552c2-bbda-4,INS010102,2023-10-28 00:00:00,2023-10-28 00:00:00,2023-11-04 00:00:00,7,70000,만기,우승민,1
17510-0146,82cb6f03-28cd-4,INS010104,2023-10-16 00:00:00,2023-10-12 00:00:00,2023-10-17 00:00:00,5,50000,만기,문미정,1
17510-0147,c7efea69-2fcb-4,INS010103,2024-01-25 00:00:00,2024-01-22 00:00:00,2024-01-26 00:00:00,4,40000,만기,김유진,0
17510-0148,d8473acd-081b-4,INS010104,2024-08-27 00:00:00,2024-08-24 00:00:00,2024-08-30 00:00:00,6,60000,만기,김지우,1
17510-0149,17747165-b78b-4,INS010103,2023-10-13 00:00:00,2023-10-12 00:00:00,2023-10-18 00:00:00,6,60000,만기,손정자,1
17510-0150,c4845692-4454-4,INS010102,2024-06-18 00:00:00,2024-06-16 00:00:00,2024-06-22 00:00:00,6,60000,만기,홍서연,0
17510-0151,a5a2a579-1eb9-4,INS010104,2024-01-04 00:00:00,2024-01-02 00:00:00,2024-01-05 00:00:00,3,30000,만기,송우진,1
17510-0152,ec047c4d-1b2d-4,INS010103,2024-07-14 00:00:00,2024-07-13 00:00:00,2024-07-16 00:00:00,3,30000,만기,엄상철,0
17510-0153,4dbcef9d-e686-4,INS010102,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-03 00:00:00,2,20000,만기,이정식,0
17510-0154,09b2208f-297e-4,INS010102,2024-01-17 00:00:00,2024-01-16 00:00:00,2024-01-22 00:00:00,6,60000,만기,김준호,1
17510-0155,e21cf986-2d50-4,INS010103,2023-11-24 00:00:00,2023-11-22 00:00:00,2023-11-25 00:00:00,3,30000,만기,윤지영,1
17510-0156,65f48f5a-65d5-4,INS010101,2023-11-07 00:00:00,2023-11-02 00:00:00,2023-11-07 00:00:00,5,50000,만기,김종수,1
17510-0157,46752b1f-2ba2-4,INS010101,2024-04-16 00:00:00,2024-04-16 00:00:00,2024-04-20 00:00:00,4,40000,만기,배순자,1
17510-0158,4d60e1d7-c240-4,INS010102,2024-02-18 00:00:00,2024-02-15 00:00:00,2024-02-21 00:00:00,6,60000,만기,김민석,0
17510-0159,58d6e525-1c83-4,INS010104,2023-11-23 00:00:00,2023-11-21 00:00:00,2023-11-26 00:00:00,5,50000,만기,이순자,0
17510-0160,0f734ba9-44c7-4,INS010102,2024-09-07 00:00:00,2024-09-06 00:00:00,2024-09-07 00:00:00,1,10000,만기,김민수,0
17510-0161,11a210bf-012f-4,INS010101,2024-07-17 00:00:00,2024-07-16 00:00:00,2024-07-18 00:00:00,2,20000,만기,허미숙,0
17510-0162,ffc6ab4b-71be-4,INS010102,2024-03-19 00:00:00,2024-03-19 00:00:00,2024-03-21 00:00:00,2,20000,만기,장현숙,1
17510-0163,4cbbbc89-ed2d-4,INS010104,2024-07-29 00:00:00,2024-07-26 00:00:00,2024-07-30 00:00:00,4,40000,만기,김주원,1
17510-0164,8b939319-ebb3-4,INS010103,2024-06-23 00:00:00,2024-06-23 00:00:00,2024-06-27 00:00:00,4,40000,만기,고승현,1
17510-0165,43e88a1f-d3c3-4,INS010103,2024-07-03 00:00:00,2024-06-29 00:00:00,2024-07-03 00:00:00,4,40000,만기,백예지,1
17510-0166,39ca32b0-7079-4,INS010103,2023-10-18 00:00:00,2023-10-15 00:00:00,2023-10-18 00:00:00,3,30000,만기,김순자,0
17510-0167,ba94278d-f32d-4,INS010103,2024-08-12 00:00:00,2024-08-08 00:00:00,2024-08-14 00:00:00,6,60000,만기,이지원,1
17510-0168,496d7e77-50da-4,INS010101,2024-09-24 00:00:00,2024-09-21 00:00:00,2024-09-24 00:00:00,3,30000,만기,류아름,0
17510-0169,05033055-9cbf-4,INS010102,2024-08-25 00:00:00,2024-08-25 00:00:00,2024-08-26 00:00:00,1,10000,만기,김옥순,0
17510-0170,6515f2a1-9335-4,INS010103,2024-03-25 00:00:00,2024-03-21 00:00:00,2024-03-26 00:00:00,5,50000,만기,박서연,0
17510-0171,0046c484-94e4-4,INS010103,2024-09-20 00:00:00,2024-09-19 00:00:00,2024-09-22 00:00:00,3,30000,만기,김하윤,1
17510-0172,d95c27fb-f2ed-4,INS010103,2024-03-05 00:00:00,2024-02-28 00:00:00,2024-03-05 00:00:00,6,60000,만기,곽지은,1
17510-0173,dbdaab9e-5a3d-4,INS010103,2024-10-02 00:00:00,2024-09-29 00:00:00,2024-10-02 00:00:00,3,30000,만기,오현숙,0
17510-0174,180c224c-b393-4,INS010104,2023-10-23 00:00:00,2023-10-21 00:00:00,2023-10-25 00:00:00,4,40000,만기,이재호,1
17510-0175,464a55ee-6938-4,INS010102,2024-02-13 00:00:00,2024-02-13 00:00:00,2024-02-16 00:00:00,3,30000,만기,이은경,1
17510-0176,d05df4c7-b204-4,INS010103,2024-08-14 00:00:00,2024-08-11 00:00:00,2024-08-17 00:00:00,6,60000,만기,김경자,0
17510-0177,f6c85102-df61-4,INS010104,2023-12-09 00:00:00,2023-12-08 00:00:00,2023-12-09 00:00:00,1,10000,만기,박유진,1
17510-0178,f2798243-b146-4,INS010103,2024-09-21 00:00:00,2024-09-20 00:00:00,2024-09-22 00:00:00,2,20000,만기,조성현,0
17510-0179,41a141fb-c651-4,INS010104,2024-04-04 00:00:00,2024-04-03 00:00:00,2024-04-04 00:00:00,1,10000,만기,오병철,0
17510-0180,4d60e1d7-c240-4,INS010104,2024-09-20 00:00:00,2024-09-18 00:00:00,2024-09-21 00:00:00,3,30000,만기,김민석,1
